call_id,received_at,line,caller_ref,wait_seconds,talk_seconds,outcome,handled_by
C000379,12/01/2026 09:52:00,New Patients,P04011,14,277,Answered,R02
C000380,12/01/2026 09:52:00,Main,P01634,14,289,Answered,R04
C000381,12/01/2026 10:04:10,New Patients,P02039,6,191,answered,R02
C000382,12/01/2026 10:12:33,Main,P00375,,359,answered,R03
C000383,12/01/2026 10:34:51,Main,P01097,17,239,ANSWERED,R03
C000384,12/01/2026 10:39:37,Main,P01872,8,232,answered,R01
C000385,12/01/2026 10:42:39,Main,P01009,5,145,ANSWERED,R03
C000386,12/01/2026 10:42:26,Main,P00393,3,214,ANSWERED,R02
C000387,12/01/2026 10:46:42,Main,P01013,5,285,answered,R04
C000388,12/01/2026 10:47:39,Main ,P02212,9,102,answered,R01
C000389,12/01/2026 10:50:10,Main,P00934,,335,Answered,R02
C000390,12/01/2026 10:51:00,Main,P04067,9,251,answered,R01
C000391,12/01/2026 10:57:16,New Patients,P00905,10,315,answered,R04
C000392,12/01/2026 11:16:55,New Patients,P03742,11,251,answered,R03
C000393,12/01/2026 11:24:02,Main,P02381,10,232,answered,R03
C000394,12/01/2026 11:46:17,Main,P01134,3,54,ANSWERED,R02
C000395,12/01/2026 11:49:51,New Patients,P00762,10,228,answered,R03
C000396,12/01/2026 11:49:39,Main,P01367,4,184,answered,R01
C000397,12/01/2026 12:30:28,Main,P02938,18,185,answered,R04
C000398,12/01/2026 12:32:00,Main,P02144,25,0,voicemail,
C000399,12/01/2026 12:33:33,New Patients,P01835,43,0,VOICEMAIL,
C000400,12/01/2026 12:45:43,New Patients,P00781,3,360,ANSWERED,R04
C000401,12/01/2026 12:47:03,New Patients,P01218,6,0,Voicemail,
C000402,12/01/2026 12:49:30,Main,P01286,33,0,Voicemail,
C000403,12/01/2026 12:50:17,New Patients,P01355,11,0,abandoned,
C000404,12/01/2026 12:51:24,Main,P01825,51,0,voicemail,
C000405,12/01/2026 12:51:05,Main,P01926,4,0,abandoned,
C000406,12/01/2026 12:52:31,New Patients ,P03663,28,0,abandoned,
C000407,12/01/2026 12:52:00,New Patients,P00146,6,0,ABANDONED,
C000408,12/01/2026 12:55:52,New Patients,P02496,13,379,Answered,R04
C000409,12/01/2026 12:56:38,Main ,P01827,37,0,voicemail,
C000410,12/01/2026 12:59:07,Main,P02977,74,0,voicemail,
C000411,12/01/2026 13:05:44,Main,P01817,,315,Answered,R04
C000412,12/01/2026 13:12:06,Main,P01345,20,71,answered,R04
C000413,12/01/2026 13:13:29,Main,P01605,34,0,ABANDONED,
C000414,12/01/2026 13:17:53,New Patients,P01562,6,181,ANSWERED,R04
C000415,12/01/2026 13:23:47,New Patients,P01010,,333,Answered,R04
C000416,12/01/2026 13:29:30,Main,P03546,56,0,Voicemail,
C000417,12/01/2026 13:30:56,Billing,P01452,,150,Answered,R03
C000418,12/01/2026 13:33:18,Main,P03152,3,251,ANSWERED,R02
C000419,12/01/2026 13:35:55,Main,P01093,,249,Answered,R01
C000420,12/01/2026 13:40:58,Main,P01781,14,86,answered,R02
C000421,12/01/2026 13:43:45,New Patients,P01457,6,342,Answered,R03
C000422,12/01/2026 14:21:09,Main,P02343,,312,answered,R02
C000423,12/01/2026 15:04:22,Main,P00464,7,250,answered,R02
C000424,12/01/2026 15:29:50,New Patients,P00840,21,467,Answered,R02
C000425,12/01/2026 15:31:00,New Patients,P02357,,520,answered,R04
C000426,12/01/2026 15:34:34,New Patients,P01664,4,477,ANSWERED,R03
C000427,12/01/2026 15:34:32,New Patients,P01610,7,362,answered,R01
C000428,12/01/2026 15:51:54,Main,P00333,13,150,answered,R04
C000429,12/01/2026 15:52:59,Main,P02708,7,128,Answered,R02
C000430,12/01/2026 16:01:45,New Patients,P02468,5,501,Answered,R04
C000431,12/01/2026 16:11:22,Main,P01802,3,106,answered,R02
C000432,12/01/2026 16:20:39,Main,P01748,7,157,answered,R03
C000433,12/01/2026 16:22:02,New Patients,P00073,5,684,ANSWERED,R01
C000434,12/01/2026 16:28:58,New Patients,P02630,,251,answered,R03
C000435,12/01/2026 16:34:06,Main,P03072,3,225,answered,R04
C000436,12/01/2026 16:34:43,Main,P00061,9,103,ANSWERED,R03
C000437,12/01/2026 16:35:47,Main,P00852,35,0,Abandoned,
C000438,12/01/2026 16:43:52,New Patients ,P00591,3,218,answered,R03
C000439,12/01/2026 16:56:34,Main,P02119,,180,answered,R04
C000440,12/01/2026 17:08:06,Main,P00519,15,224,Answered,R03
C000441,12/01/2026 17:16:10,Main,P02469,5,113,Answered,R03
C000442,12/01/2026 17:16:56,New Patients,P01118,24,197,answered,R04
C000443,12/01/2026 17:27:19,Billing,P03057,,281,Answered,R03
C000444,12/01/2026 17:28:10,Main,P02817,6,157,ANSWERED,R04
C000445,12/01/2026 17:37:35,Main,P02071,16,200,Answered,R03
C000446,12/01/2026 17:42:37,Main,P00600,15,226,answered,R04
C000447,13/01/2026 08:03:14,Main ,P01198,9,247,ANSWERED,R02
C000448,13/01/2026 08:13:40,Main ,P01694,,215,answered,R02
C000449,13/01/2026 08:20:57,New Patients,P02158,19,261,ANSWERED,R01
C000450,13/01/2026 08:43:50,New Patients,P02061,13,204,answered,R02
C000451,13/01/2026 08:43:17,Main,P00055,8,178,Answered,R01
C000452,13/01/2026 08:53:46,Main,P01532,,129,ANSWERED,R01
C000453,13/01/2026 09:04:01,Main,P03923,17,145,answered,R02
C000454,13/01/2026 09:07:59,Main ,P01048,14,270,Answered,R01
C000455,13/01/2026 09:09:30,Main,P03322,15,108,answered,R02
C000456,13/01/2026 09:18:46,Main ,P03366,12,92,ANSWERED,R01
C000457,13/01/2026 09:22:12,New Patients,P03715,3,217,Answered,R01
C000458,13/01/2026 09:37:48,New Patients,P04132,13,572,ANSWERED,R04
C000459,13/01/2026 09:38:57,Main ,P03951,,92,answered,R03
C000460,13/01/2026 09:46:30,Billing,P03535,3,313,ANSWERED,R03
C000461,13/01/2026 09:52:44,New Patients,P03124,15,397,answered,R02
C000462,13/01/2026 10:02:00,New Patients,P03486,8,360,answered,R02
C000463,13/01/2026 10:07:13,New Patients,P00059,20,316,Answered,R04
C000464,13/01/2026 10:07:27,New Patients,P02588,6,356,answered,R03
C000465,13/01/2026 10:11:30,New Patients,P02258,12,426,answered,R02
C000466,13/01/2026 10:12:55,Main,P03963,18,270,Answered,R01
C000466,13/01/2026 10:12:55,Main,P03963,18,270,Answered,R01
C000467,13/01/2026 10:29:51,New Patients,P01883,8,162,Answered,R04
C000468,13/01/2026 10:31:16,New Patients,P00427,,288,ANSWERED,R01
C000469,13/01/2026 10:32:38,Main ,P00656,15,152,Answered,R02
C000470,13/01/2026 10:47:02,Main,P01436,4,352,ANSWERED,R04
C000471,13/01/2026 10:52:23,New Patients,P04183,10,454,Answered,R03
C000472,13/01/2026 11:07:12,Main,P00003,13,150,answered,R02
C000473,13/01/2026 11:13:37,Main,P00563,11,218,ANSWERED,R01
C000474,13/01/2026 11:21:26,Main,P02266,5,414,ANSWERED,R02
C000475,13/01/2026 11:25:36,Main,P00593,6,229,answered,R04
C000476,13/01/2026 11:37:07,Main,P01993,16,176,answered,R03
C000477,13/01/2026 11:39:51,Main,P03135,7,252,answered,R04
C000478,13/01/2026 11:48:21,Main,P02893,7,144,answered,R01
C000479,13/01/2026 12:20:11,Main,P01463,3,158,answered,R04
C000480,13/01/2026 12:24:53,Billing,P01558,8,183,ANSWERED,R02
C000481,13/01/2026 12:26:42,Main,P02917,3,242,ANSWERED,R01
C000482,13/01/2026 12:28:11,Main,P00055,12,379,answered,R03
C000483,13/01/2026 12:40:33,Billing,P04188,3,175,Answered,R04
C000484,13/01/2026 12:42:55,New Patients,P03919,65,0,voicemail,
C000485,13/01/2026 12:45:13,New Patients,P01432,10,276,ANSWERED,R04
C000486,13/01/2026 12:45:35,Main,P00826,13,0,abandoned,
C000487,13/01/2026 12:50:39,Main ,P02207,42,0,voicemail,
C000488,13/01/2026 12:55:28,Main,P01507,,258,answered,R04
C000489,13/01/2026 12:55:43,Main,P01075,58,0,voicemail,
C000490,13/01/2026 12:57:54,Main,P00819,57,0,VOICEMAIL,
C000491,13/01/2026 13:02:08,Main,P01195,,186,answered,R04
C000492,13/01/2026 13:04:36,Billing,P02587,44,0,voicemail,
C000493,13/01/2026 13:05:03,Main,P00811,70,0,Voicemail,
C000494,13/01/2026 13:06:21,Main,P02084,39,0,voicemail,
C000495,13/01/2026 13:18:43,Main,P02952,3,154,ANSWERED,R04
C000496,13/01/2026 13:21:49,Billing,P01630,39,0,VOICEMAIL,
C000497,13/01/2026 14:31:39,Main,P02664,,278,ANSWERED,R04
C000498,13/01/2026 14:31:58,Main,P01187,,162,ANSWERED,R01
C000499,13/01/2026 14:41:17,Main,P01328,3,139,Answered,R03
C000500,13/01/2026 15:22:54,New Patients,P03240,18,314,ANSWERED,R03
C000501,13/01/2026 15:25:13,Main,P01923,,89,answered,R04
C000502,13/01/2026 15:51:48,Main,P00844,22,197,Answered,R01
C000503,13/01/2026 16:12:24,Billing,P00852,14,265,ANSWERED,R03
C000504,13/01/2026 16:13:55,Main,P02027,6,286,answered,R04
C000505,13/01/2026 16:17:47,New Patients,P02232,18,328,ANSWERED,R02
C000506,13/01/2026 16:23:05,New Patients,P03564,3,560,answered,R04
C000507,13/01/2026 16:34:52,Main,P02997,,145,ANSWERED,R04
C000508,13/01/2026 16:39:19,New Patients,P01117,7,405,answered,R04
C000509,13/01/2026 16:46:12,Main ,P03527,17,274,Answered,R03
C000510,13/01/2026 16:50:05,Main,P03581,9,366,ANSWERED,R04
C000511,13/01/2026 17:58:26,Main,P01963,20,99,answered,R04
C000512,14/01/2026 08:06:14,New Patients,P02773,11,642,Answered,R01
C000513,14/01/2026 08:09:02,Main,P02846,8,134,ANSWERED,R02
C000514,14/01/2026 08:10:34,Main,P03585,47,0,VOICEMAIL,
C000515,14/01/2026 08:10:29,New Patients,P01555,37,0,VOICEMAIL,
C000516,14/01/2026 08:15:34,Main ,P01314,7,198,answered,R02
C000517,14/01/2026 08:21:20,Main,P00006,7,219,answered,R02
C000518,14/01/2026 08:32:39,New Patients,P03175,5,316,answered,R01
C000519,14/01/2026 08:45:36,Main,P03358,15,121,Answered,R02
C000520,14/01/2026 08:49:23,New Patients,P03184,14,326,answered,R02
C000521,14/01/2026 08:51:51,Main,P00581,13,178,Answered,R01
C000522,14/01/2026 08:58:04,New Patients,P02957,6,331,answered,R02
C000523,14/01/2026 09:02:40,Billing,P00796,7,144,ANSWERED,R01
C000524,14/01/2026 09:03:49,Billing,P03402,31,0,Voicemail,
C000525,14/01/2026 09:08:34,New Patients,P02933,6,329,answered,R02
C000526,14/01/2026 09:11:54,Billing,P03630,,478,answered,R01
C000527,14/01/2026 09:13:34,Main,P03528,45,0,Voicemail,
C000528,14/01/2026 09:14:28,Main ,P02082,31,0,abandoned,
C000529,14/01/2026 09:16:19,Main,P03253,6,221,answered,R02
C000530,14/01/2026 09:24:35,Main,P01818,10,423,answered,R01
C000531,14/01/2026 09:30:14,Main,P01268,15,122,answered,R02
C000532,14/01/2026 09:33:04,Main,P02461,10,215,answered,R01
C000533,14/01/2026 09:36:41,New Patients,P03953,5,726,ANSWERED,R02
C000534,14/01/2026 09:42:59,Main,P03126,10,65,answered,R01
C000535,14/01/2026 09:45:34,New Patients,P01858,3,267,Answered,R04
C000536,14/01/2026 09:46:28,New Patients ,P02678,,134,Answered,R01
C000537,14/01/2026 09:47:36,New Patients,P04135,10,277,ANSWERED,R03
C000538,14/01/2026 09:47:25,New Patients,P03271,33,0,Abandoned,
C000539,14/01/2026 09:53:47,Main,P01069,4,157,answered,R02
C000540,14/01/2026 09:58:36,New Patients,P01986,9,222,answered,R01
C000540,14/01/2026 09:58:36,New Patients,P01986,9,222,answered,R01
C000541,14/01/2026 10:04:10,Main,P03389,5,134,ANSWERED,R04
C000542,14/01/2026 10:13:43,Billing,P03623,12,130,Answered,R02
C000543,14/01/2026 10:29:18,Main,P00703,8,212,answered,R01
C000544,14/01/2026 10:34:34,Main,P00912,3,182,answered,R03
C000545,14/01/2026 10:39:57,Main,P02119,6,299,answered,R04
C000546,14/01/2026 10:41:39,New Patients,P00357,6,213,ANSWERED,R02
C000547,14/01/2026 10:43:56,Main,P03809,18,168,Answered,R01
C000548,14/01/2026 10:45:31,New Patients,P01894,13,312,answered,R03
C000549,14/01/2026 10:47:59,New Patients,P00722,14,358,answered,R02
C000550,14/01/2026 11:01:22,New Patients,P02733,26,276,answered,R04
C000551,14/01/2026 11:11:24,Main,P02477,28,157,Answered,R02
C000552,14/01/2026 11:15:08,Billing ,P00242,8,173,answered,R03
C000553,14/01/2026 11:27:28,Main,P03132,,174,answered,R02
C000554,14/01/2026 11:30:55,New Patients,P01694,13,165,Answered,R04
C000555,14/01/2026 11:59:46,Main,P01108,28,304,answered,R04
C000555,14/01/2026 11:59:46,Main,P01108,28,304,answered,R04
C000556,14/01/2026 12:11:26,Main,P02602,8,401,answered,R02
C000557,14/01/2026 12:17:12,Billing,P02486,8,359,ANSWERED,R03
C000558,14/01/2026 12:18:36,Main,P01514,3,320,answered,R01
C000559,14/01/2026 12:42:38,New Patients,P01903,6,402,answered,R04
C000560,14/01/2026 12:44:24,Main,P03064,9,0,abandoned,
C000561,14/01/2026 12:54:12,Main,P01127,9,140,answered,R04
C000562,14/01/2026 12:55:28,New Patients,P00542,25,0,ABANDONED,
C000563,14/01/2026 13:22:52,New Patients,P04014,18,237,answered,R04
C000564,14/01/2026 13:22:47,Main,P02564,0,0,ABANDONED,
C000565,14/01/2026 13:34:02,New Patients,P00316,14,199,ANSWERED,R03
C000566,14/01/2026 13:35:52,New Patients,P00404,13,233,ANSWERED,R01
C000567,14/01/2026 13:40:32,Main,P01364,4,175,answered,R03
C000568,14/01/2026 13:43:37,Main,P01109,24,168,answered,R02
C000569,14/01/2026 14:01:46,Billing ,P01655,14,357,answered,R02
C000570,14/01/2026 14:23:24,Main,P00936,12,178,answered,R03
C000571,14/01/2026 14:34:55,New Patients,P04192,4,353,Answered,R02
C000572,14/01/2026 14:49:18,Main,P00421,13,109,Answered,R04
C000573,14/01/2026 14:57:38,New Patients,P00964,9,303,Answered,R02
C000574,14/01/2026 15:20:05,Billing,P01949,8,273,ANSWERED,R02
C000575,14/01/2026 15:34:11,New Patients,P00054,13,529,ANSWERED,R02
C000576,14/01/2026 15:42:05,Main,P02860,5,221,answered,R01
C000577,14/01/2026 16:44:35,Main,P03416,12,287,answered,R03
C000578,14/01/2026 17:08:04,Main,P03731,13,148,ANSWERED,R04
C000579,14/01/2026 17:24:13,New Patients,P00532,5,461,answered,R04
C000580,14/01/2026 17:30:38,New Patients,P00477,9,312,answered,R03
C000581,14/01/2026 17:31:36,Billing,P02353,28,0,Abandoned,
C000582,14/01/2026 17:33:31,Billing,P02899,4,285,answered,R04
C000583,14/01/2026 17:34:12,Main,P01474,52,0,voicemail,
C000584,14/01/2026 17:35:50,Main,P00197,64,0,voicemail,
C000585,14/01/2026 17:35:21,Main ,P01699,67,0,voicemail,
C000586,14/01/2026 17:54:04,Main,P01740,8,269,answered,R03
C000587,15/01/2026 08:04:33,New Patients,P01088,16,420,answered,R01
C000588,15/01/2026 08:17:33,Main,P02548,5,104,answered,R01
C000589,15/01/2026 08:19:20,New Patients,P02560,,332,answered,R02
C000590,15/01/2026 08:20:07,Main,P02348,,227,Answered,R01
C000591,15/01/2026 08:21:22,Main,P00839,17,0,ABANDONED,
C000592,15/01/2026 08:58:57,New Patients,P02221,20,326,answered,R01
C000593,15/01/2026 09:10:06,Main,P03635,4,110,ANSWERED,R01
C000594,15/01/2026 09:22:28,Main,P00706,,429,Answered,R02
C000595,15/01/2026 09:27:34,New Patients,P02560,15,716,answered,R01
C000596,15/01/2026 09:33:43,Main,P03815,17,349,answered,R04
C000597,15/01/2026 09:35:39,New Patients,P03813,18,233,Answered,R03
C000598,15/01/2026 09:43:31,Main,P02978,15,74,answered,R04
C000599,15/01/2026 09:58:49,Main,P03894,23,153,answered,R01
C000600,15/01/2026 10:05:19,Main,P01044,,95,answered,R01
C000601,15/01/2026 10:06:30,New Patients,P03284,15,255,ANSWERED,R04
C000602,15/01/2026 10:10:34,Main,P02792,12,280,answered,R01
C000603,15/01/2026 10:11:07,New Patients,P01418,,579,Answered,R02
C000604,15/01/2026 10:14:31,New Patients,P03793,3,880,answered,R04
C000605,15/01/2026 10:17:48,New Patients,P00504,4,236,answered,R01
C000606,15/01/2026 10:18:13,New Patients ,P00002,4,200,answered,R03
C000607,15/01/2026 10:20:50,New Patients,P02594,8,0,ABANDONED,
C000608,15/01/2026 10:21:58,Billing,P02495,74,0,voicemail,
C000609,15/01/2026 10:26:23,Main,P00732,4,174,answered,R03
C000610,15/01/2026 10:43:15,Billing,P00436,5,109,Answered,R01
C000611,15/01/2026 10:57:13,Main,P03230,3,250,ANSWERED,R03
C000612,15/01/2026 10:57:01,New Patients,P03891,11,354,ANSWERED,R01
C000613,15/01/2026 11:19:52,Main,P03988,15,226,ANSWERED,R04
C000614,15/01/2026 11:26:32,Main,P02911,12,281,answered,R02
C000615,15/01/2026 11:59:44,Main ,P03007,17,227,ANSWERED,R01
C000616,15/01/2026 12:00:42,Main,P02290,,212,answered,R03
C000617,15/01/2026 12:16:00,Billing,P00640,8,593,Answered,R03
C000618,15/01/2026 12:19:38,Main,P04200,3,157,ANSWERED,R02
C000619,15/01/2026 12:34:42,New Patients,P02134,6,386,answered,R04
C000620,15/01/2026 12:39:54,Billing,P00224,36,0,Abandoned,
C000621,15/01/2026 12:39:17,New Patients,P02065,30,0,ABANDONED,
C000622,15/01/2026 12:51:50,Main,P02105,8,230,answered,R04
C000623,15/01/2026 12:59:59,New Patients,P03973,,267,answered,R04
C000624,15/01/2026 13:05:46,New Patients,P04063,9,268,Answered,R04
C000625,15/01/2026 13:08:48,New Patients ,P00446,39,0,VOICEMAIL,
C000626,15/01/2026 13:08:47,New Patients,P00431,12,0,Abandoned,
C000627,15/01/2026 13:14:33,Billing,P01915,12,302,answered,R04
C000628,15/01/2026 13:25:40,New Patients,P00098,15,353,answered,R04
C000629,15/01/2026 13:32:41,Main,P03538,5,159,Answered,R03
C000630,15/01/2026 13:32:11,New Patients ,P03778,8,213,Answered,R01
C000631,15/01/2026 13:48:22,Main,P00087,,164,answered,R03
C000632,15/01/2026 14:17:40,Main,P02321,9,396,ANSWERED,R02
C000633,15/01/2026 14:18:57,Main,P00983,10,260,ANSWERED,R01
C000634,15/01/2026 14:30:59,New Patients,P01514,7,204,answered,R01
C000635,15/01/2026 14:45:03,Billing,P03498,3,102,answered,R03
C000635,15/01/2026 14:45:03,Billing,P03498,3,102,answered,R03
C000636,15/01/2026 14:58:34,Main,P02726,8,150,ANSWERED,R01
C000637,15/01/2026 15:25:57,New Patients,P01790,21,328,ANSWERED,R01
C000638,15/01/2026 15:27:31,Main,P00008,6,213,Answered,R02
C000639,15/01/2026 15:33:52,Main ,P03309,4,195,ANSWERED,R01
C000640,15/01/2026 15:34:41,New Patients,P00993,12,253,ANSWERED,R04
C000640,15/01/2026 15:34:41,New Patients,P00993,12,253,ANSWERED,R04
C000641,15/01/2026 15:44:24,Main,P02786,4,155,Answered,R01
C000642,15/01/2026 15:45:28,New Patients,P02449,6,405,ANSWERED,R04
C000643,15/01/2026 16:01:31,New Patients,P01147,11,130,ANSWERED,R01
C000644,15/01/2026 16:09:55,Main,P02521,3,241,answered,R04
C000645,15/01/2026 16:14:02,New Patients,P01909,6,381,Answered,R01
C000646,15/01/2026 16:26:10,Main ,P01070,10,92,Answered,R01
C000647,15/01/2026 16:30:04,New Patients,P00524,10,146,Answered,R03
C000648,15/01/2026 16:39:36,New Patients,P03492,16,373,answered,R04
C000649,15/01/2026 16:42:07,New Patients,P02635,9,503,ANSWERED,R03
C000650,15/01/2026 16:54:06,Main,P03401,6,100,answered,R03
C000651,15/01/2026 16:55:11,New Patients,P03082,,147,ANSWERED,R04
C000652,15/01/2026 17:00:17,Billing ,P02325,4,234,answered,R04
C000653,15/01/2026 17:09:11,New Patients,P03376,,726,Answered,R03
C000654,15/01/2026 17:17:06,New Patients,P00722,8,242,answered,R04
C000655,15/01/2026 17:31:03,New Patients,P04158,9,283,answered,R03
C000656,15/01/2026 17:43:39,Main,P01223,4,166,answered,R04
C000657,16/01/2026 08:03:44,Billing,P00329,8,218,ANSWERED,R02
C000658,16/01/2026 08:27:46,New Patients,P03707,,193,ANSWERED,R02
C000659,16/01/2026 08:35:36,Main ,P01786,5,222,answered,R01
C000660,16/01/2026 08:48:11,New Patients,P00200,13,295,ANSWERED,R02
C000661,16/01/2026 08:53:33,New Patients,P03035,8,357,answered,R01
C000662,16/01/2026 09:00:13,Main,P03489,8,281,Answered,R02
C000663,16/01/2026 09:04:11,New Patients,P00664,8,232,ANSWERED,R01
C000664,16/01/2026 09:07:41,New Patients,P00549,6,200,answered,R02
C000665,16/01/2026 09:07:57,Main,P01719,51,0,voicemail,
C000666,16/01/2026 09:11:32,Main,P03465,,109,Answered,R01
C000667,16/01/2026 09:12:51,New Patients,P01006,6,316,Answered,R02
C000668,16/01/2026 09:20:57,New Patients,P00538,,532,answered,R01
C000669,16/01/2026 09:20:40,Main,P00631,10,137,ANSWERED,R02
C000670,16/01/2026 09:22:34,Main,P03413,57,0,Voicemail,
C000671,16/01/2026 09:29:37,Billing,P03883,,411,ANSWERED,R02
C000672,16/01/2026 09:31:28,Main,P02674,14,240,answered,R03
C000673,16/01/2026 09:37:03,Main,P01081,11,125,ANSWERED,R03
C000674,16/01/2026 09:46:11,Main,P02330,13,108,answered,R04
C000675,16/01/2026 09:57:11,New Patients,P01258,9,259,ANSWERED,R02
C000676,16/01/2026 10:15:07,Main,P00285,11,37,answered,R03
C000677,16/01/2026 10:15:41,Billing,P03315,10,533,answered,R02
C000678,16/01/2026 10:15:21,New Patients,P03883,7,714,answered,R04
C000679,16/01/2026 10:15:28,New Patients,P03924,14,238,Answered,R01
C000680,16/01/2026 10:22:50,Main,P02674,15,210,ANSWERED,R01
C000681,16/01/2026 10:36:32,Billing ,P02277,17,211,answered,R02
C000682,16/01/2026 10:42:42,Main,P04018,10,223,Answered,R03
C000683,16/01/2026 11:29:55,Main,P01212,4,147,ANSWERED,R04
C000684,16/01/2026 11:33:46,New Patients,P01767,13,271,ANSWERED,R03
C000685,16/01/2026 11:46:55,Billing,P03473,14,160,ANSWERED,R04
C000686,16/01/2026 12:02:00,New Patients,P02748,16,690,ANSWERED,R01
C000687,16/01/2026 12:03:53,Main,P02240,12,351,answered,R03
C000688,16/01/2026 12:08:31,Main,P04019,15,271,answered,R02
C000689,16/01/2026 12:52:57,New Patients,P03797,9,497,answered,R04
C000690,16/01/2026 12:54:44,Main ,P01470,51,0,voicemail,
C000691,16/01/2026 12:58:04,New Patients,P00234,14,0,abandoned,
C000692,16/01/2026 12:58:36,New Patients,P02964,101,0,VOICEMAIL,
C000693,16/01/2026 12:58:07,Main,P02113,26,0,Voicemail,
C000694,16/01/2026 13:01:10,Main ,P00144,54,0,voicemail,
C000695,16/01/2026 13:03:40,New Patients,P01198,,271,ANSWERED,R04
C000696,16/01/2026 13:10:32,Billing,P02917,11,169,Answered,R04
C000697,16/01/2026 13:12:20,Main,P01502,43,0,Voicemail,
C000698,16/01/2026 13:27:37,New Patients,P02467,6,482,answered,R04
C000699,16/01/2026 13:36:10,Main,P01178,12,273,answered,R01
C000700,16/01/2026 14:09:39,Main,P01267,13,145,ANSWERED,R03
